Name,ID
Hamilton Caster & Mfg,1985
Hartzell Mfg Co,1986
HB Products,1987
Hot Rods Classic Truck Parts,1988
Jeepsterman Inc,1989
Johnson Welded Products,1990
Leader Industries,1991
Lewark Metal Spinning Inc,1992
Liteflex LLC,1993
LSI Industries,1994
LSI Ohio,1995
Mantych Metalworking,1996
Martin Custom Products Inc,1997
MBM Industries LTD,1998
MD Arms,1999
MetalSpinners Inc,2000
Metalworking Group,2001
McCarthy Indl Contractors,2002
Millat Ind,2003
Mitchell Golf Equipment,2004
NCT Technologies Group,2005
Nexsens Technology Inc,2006
Palmer Manufacturing & Supply,2007
PDI Communication Systems Inc,2008
Pro Trim of Ohio,2009
Process Equipment Co,2010
Ratliff Metal Spinning,2011
Raymath Company Inc,2012
Rexarc International Inc,2013
Riley Tractor Parts,2014
Rose City Mfg,2015
Saber Eng & Fabrication Co,2016
Select Industries Corp,2017
Southeastern Machining,2018
Specialty Manufacturing Solutions,2019
St Marys Tool & Die,2020
Steck Manufacturing Co Inc,2021
Steinke Metal Fab,2022
Stromag Inc/GKN,2023
Sunpower Inc,2024
Tark Inc,2025
Timken Company,2026
Triumph Thermal Systems Inc,2027
Union Metal Corporation,2028
Walcks Four Wheel,2029
Wisco Products Inc,2030
Wrena LLC,2031
"Schneider Electric Usa, Inc.",2032
"Whiteside Mfg. Co., Inc.",2033
Johnson Machining Services,2034
MAGNET,2035
Hamlin Newco,2036
"Northern Stamping, Inc.",2037
Mole-Master Services Corp.,2038
Pine Instrument Company,2039
Marketing Options LLC,2040
Applied Vision,2041
Knott Brake Company,2042
Skyline Enterprises,2043
Goodyear Tire & Rubber Co.,2044
Wilson Tool,2045
"Cincinnati Test Systems, Inc.",2046
Milark Industries,2047
Die-Matic Corporation,2048
"Besa Lighting Co., Inc.",2049
Proto Plastics,2050
Charles Cronley,2051
US Aeroteam,2052
Merrick Manufacturing,2053
Norlake Mfg,2054
Houser Products,2055
Quality Manufacturing,2056
Roll Forming Corporation,2057
ITW Paxton Products,2058
Genie Co.,2059
Pentaflex Inc.,2060
McGregor Metalworking Companies,2061
"Walhonde Tools, Inc.",2062
So-Low Environmental Co.,2063
Tech Metals,2064
"Wurth Electronics ICS, Inc.",2065
Jay Industries,2066
"VEGA Americas, Inc.",2067
Arthur & Associates,2068
Gulf Rubber,2069
"Vanair Manufacturing, Inc.",2070
NK Machine,2071
Post Glover Lifelink,2072
Rack Processing Company Inc.,2073
StopTech Ltd.,2074
EZ Stripper,2075
NTH Works,2076
Banner Metals Group,2077
FTech R&D North America,2078
Big Ass Fans,2079
APL Engineered Components llc,2080
"Lockmasters Technologies, Inc.",2081
Commercial Vehicle Group Inc.,2082
Industrial Led Lighting Inc,2083
MRC Innovations,2084
Honda Transmission Manufacturing,2085
Anderson Manufacturing,2086
"Venture Products, Inc.",2087
Twin City Fan,2088
Central Steel,2089
Jefferson Industries Co.,2090
Worthington Industries,2091
Trimble Navigation,2092
Upside Innovations,2093
NUCON International,2094
YSI,2095
Precision Manufacturing Company,2096
Innomark Communications,2097
Composite Technical Services,2098
Grindmaster Corporation,2099
G-Nac,2100
Guild,2101
TSS Tech,2102
Avtron Aerospace,2103
Airstream,2104
Cleaning Technologies Group (Ransohoff),2105
Structure Mechanics Corp,2106
Workhorse / Amp Electric Vehicles,2107
Muncy Corp.,2108
Venturo Mfg.,2109
Superb,2110
Highlands Diversified Services,2111
"Genesis Tillage, Inc.",2112
American Pan,2113
Autocar,2114
B & B Gear and Machine,2115
Matco Tools,2116
Health Care Information (HCI),2117
G-NAC,2118
Key Displays,2119
"Life Fitness, Inc.",2120
Paladin Attachments,2121
Hobart / Hillsboro,2122
Ronan Engineering Company,2123
Amg Industries,2124
Pacific Manufacturing Ohio,2125
Knott Brake Company,2126
"Alert Stamping & Manufacturing Co., Inc.",2127
Thermo Fisher Scientific,2128
Prism Tool Company,2129
Burke Products,2130
"R K Metals, Ltd.",2131
"Tente Casters, Inc.",2132
Kaleidoscope,2133
Bock Lighting,2134
American Landmaster,2135
"Altec Industries, Inc.",2136
"Roadhog, Inc.",2137
DRS Environmental,2138
"Metalsa Structural Products, Inc.",2139
"Navistar, Inc.",2140
Microfinish,2141
Transcraft Corporation,2142
Gold Medal Products,2143
Winston Products Company,2144
"Challenger Lifts, Inc.",2145
Clark Material Handling Company,2146
Icon Metal Forming Llc (Martinrea),2147
Electro Polish,2148
